"Taxon","Common","Observer","Source","year","date","InfestedArea","Percent Cover","GrossArea","Low_Plant","High_Plant","lat","lng","Datum","Elevation (meters)","Notes","description"
"Carpobrotus edulis","Highway Iceplant","LM","State Parks in Santa Cruz County",2011,"2011-08-16",,,,,"1+","37.119314","-122.333434",,,,
"Carpobrotus edulis","Highway Iceplant","LM","State Parks in Santa Cruz County",2011,"2011-08-16",,,,,"1+","37.11962","-122.333934",,,,
"Carpobrotus edulis","Highway Iceplant","LM","State Parks in Santa Cruz County",2011,"2011-08-16",,,,,"1+","37.118895","-122.334296",,,,
"Carpobrotus edulis","Highway Iceplant","LM","State Parks in Santa Cruz County",2011,"2011-08-16",,,,,"1+","37.118075","-122.33395",,,,
"Carpobrotus edulis","Highway Iceplant","staff","State Parks in Santa Cruz County",2011,"2011-08-16",,,,,"1+","37.146961","-122.35153",,,,
"Carpobrotus edulis","Highway Iceplant","staff","State Parks in Santa Cruz County",2011,"2011-08-16",,,,,"1+","37.14665","-122.351402",,,,
"Carpobrotus edulis","Highway Iceplant","staff","State Parks in Santa Cruz County",2011,"2011-08-16",,,,,"1+","37.146457","-122.351069",,,,
"Carpobrotus edulis","Highway Iceplant","staff","State Parks in Santa Cruz County",2011,"2011-08-16",,,,,"1+","37.146046","-122.351162",,,,
"Carpobrotus edulis","Highway Iceplant","staff","State Parks in Santa Cruz County",2011,"2011-08-16",,,,,"1+","37.146025","-122.351499",,,,
"Carpobrotus edulis","Highway Iceplant","staff","State Parks in Santa Cruz County",2011,"2011-08-16",,,,,"1+","37.14579","-122.351811",,,,
"Carpobrotus edulis","Highway Iceplant","staff","State Parks in Santa Cruz County",2011,"2011-08-16",,,,,"1+","37.145849","-122.351259",,,,
"Carpobrotus edulis","Highway Iceplant","staff","State Parks in Santa Cruz County",2011,"2011-08-16",,,,,"1+","37.145529","-122.34998",,,,
"Carpobrotus edulis","Highway Iceplant","staff","State Parks in Santa Cruz County",2011,"2011-08-16",,,,,"1+","37.145796","-122.349815",,,,
"Carpobrotus edulis","Highway Iceplant","staff","State Parks in Santa Cruz County",2011,"2011-08-16",,,,,"1+","37.147351","-122.354104",,,,
"Carpobrotus edulis","Highway Iceplant","staff","State Parks in Santa Cruz County",2011,"2011-08-16",,,,,"1+","37.147974","-122.355312",,,,
"Carpobrotus edulis","Highway Iceplant","staff","State Parks in Santa Cruz County",2011,"2011-08-16",,,,,"1+","37.147573","-122.354941",,,,
"Carpobrotus edulis","Highway Iceplant","staff","State Parks in Santa Cruz County",2011,"2011-08-16",,,,,"1+","37.148966","-122.355384",,,,
"Carpobrotus edulis","Highway Iceplant","staff","State Parks in Santa Cruz County",2011,"2011-08-16",,,,,"1+","37.149436","-122.356395",,,,
"Carpobrotus edulis","Highway Iceplant","staff","State Parks in Santa Cruz County",2011,"2011-08-16",,,,,"1+","37.14986","-122.356647",,,,
"Carpobrotus edulis","Highway Iceplant","staff","State Parks in Santa Cruz County",2011,"2011-08-16",,,,,"1+","37.149735","-122.356702",,,,
"Carpobrotus edulis","Highway Iceplant","staff","State Parks in Santa Cruz County",2011,"2011-08-16",,,,,"1+","37.149823","-122.357488",,,,
"Carpobrotus edulis","Highway Iceplant","staff","SF WMA",2010,"2010-01-10",,,,,"1+","37.74999061","-122.47036421",,,"Golden Gate Heights",
"Carpobrotus edulis","Highway Iceplant","Tori Bohlen","MCOSD",2014,"2014-04-19",,,,,,"37.91276048","-122.68059776",,,,
"Carpobrotus edulis","Highway Iceplant","Tori Bohlen","MCOSD",2014,"2014-08-16",,,,,,"37.91263152","-122.68183235",,,,
"Carpobrotus edulis","Highway Iceplant","Tori Bohlen","MCOSD",2014,"2014-07-18",,,,,,"37.91218153","-122.68198964",,,,
"Carpobrotus edulis","Highway Iceplant","Tori Bohlen","MCOSD",2014,"2014-07-19",,,,,,"37.912707","-122.68161878",,,,
"Carpobrotus edulis","Highway Iceplant","Tori Bohlen","MCOSD",2014,"2014-08-01",,,,,,"37.91253108","-122.68183906",,,,
"Carpobrotus edulis","Highway Iceplant","Tori Bohlen","MCOSD",2014,"2014-07-11",,,,,,"37.91241696","-122.68128966",,,,
"Carpobrotus edulis","Highway Iceplant","Tori Bohlen","MCOSD",2014,"2014-06-06",,,,,,"37.91230063","-122.68152108",,,,
"Carpobrotus edulis","Highway Iceplant","Tori Bohlen","MCOSD",2014,"2014-06-21",,,,,,"37.91237642","-122.6813181",,,,
"Carpobrotus edulis","Highway Iceplant","Tori Bohlen","MCOSD",2014,"2014-06-10",,,,,,"37.91244181","-122.681557",,,,
"Carpobrotus edulis","Highway Iceplant","Tori Bohlen","MCOSD",2014,"2014-05-17",,,,,,"37.91207105","-122.68187926",,,,
"Carpobrotus edulis","Highway Iceplant","Tori Bohlen","MCOSD",2014,"2014-05-02",,,,,,"37.91287915","-122.6803059",,,,
"Carpobrotus edulis","Highway Iceplant","Kelsey Setliff","MCOSD",2012,"2012-12-30",,,,,"2.0","38.01713739","-122.5114688",,,,
"Carpobrotus edulis","Highway Iceplant","Robert Steers","National Park Service, Inventory and Monitoring Program",2011,"2011-11-28",,,,,"1+","37.791433","-122.483849",,,,
"Carpobrotus edulis","Highway Iceplant","Matthew Danielczyk","Audubon Canyon Ranch",2012,"2012-01-01",,,,,"1+","38.214538","-122.953072",,,"Tom's Point preserve, several patches along coastline and on coastal bluffs",
"Carpobrotus edulis","Highway Iceplant","Wrubel, Eric","National Park Service, SFAN Inventory and Monitoring",2011,"2011-03-03",,,,,"1+","38.0269383333","-122.8827166667",,,"edge of marsh",
"Carpobrotus edulis","Highway Iceplant","Wrubel, Eric","National Park Service, SFAN Inventory and Monitoring",2011,"2011-03-03",,,,,"1+","38.0257966667","-122.8812333333",,,"roadside near dunes",
"Carpobrotus edulis","Highway Iceplant","Wrubel, Eric","National Park Service, SFAN Inventory and Monitoring",2011,"2011-03-03",,,,,"1+","38.0262816667","-122.8820416667",,,"roadside",
"Carpobrotus edulis","Highway Iceplant","Weed Watcher Volunteer,","National Park Service, SFAN Inventory and Monitoring",2011,"2011-03-28",,,,,"1+","37.8337955","-122.5364183333",,,"coastal trail",
"Carpobrotus edulis","Highway Iceplant","Weed Watcher Volunteer,","National Park Service, SFAN Inventory and Monitoring",2011,"2011-03-28",,,,,"1+","37.8341856667","-122.5339078333",,,"coastal trail",
"Carpobrotus edulis","Highway Iceplant","Weed Watcher Volunteer,","National Park Service, SFAN Inventory and Monitoring",2011,"2011-03-31",,,,,"1+","37.6193981667","-122.4876566667",,,"mori cove trail",
"Carpobrotus edulis","Highway Iceplant","Weed Watcher Volunteer,","National Park Service, SFAN Inventory and Monitoring",2011,"2011-04-25",,,,,"1+","37.831571","-122.5338781667",,,"lagoon trail",
"Carpobrotus edulis","Highway Iceplant","Weed Watcher Volunteer,","National Park Service, SFAN Inventory and Monitoring",2011,"2011-04-25",,,,,"1+","37.8313623333","-122.5344176667",,,"lagoon trail",
"Carpobrotus edulis","Highway Iceplant","Weed Watcher Volunteer,","National Park Service, SFAN Inventory and Monitoring",2011,"2011-05-02",,,,,"1+","37.8318448402","-122.5370066302",,,"w of bunker",
"Carpobrotus edulis","Highway Iceplant","Weed Watcher Volunteer,","National Park Service, SFAN Inventory and Monitoring",2011,"2011-05-02",,,,,"1+","37.8318416667","-122.5377066667",,,"w. of bunker",
"Carpobrotus edulis","Highway Iceplant","Weed Watcher Volunteer,","National Park Service, SFAN Inventory and Monitoring",2011,"2011-05-02",,,,,"1+","37.83198","-122.5380933333",,,"w. of bunker road",
"Carpobrotus edulis","Highway Iceplant","Weed Watcher Volunteer,","National Park Service, SFAN Inventory and Monitoring",2011,"2011-05-02",,,,,"1+","37.8321","-122.5391783333",,,"rodeo beach end of bunker road",
"Carpobrotus edulis","Highway Iceplant","Weed Watcher Volunteer,","National Park Service, SFAN Inventory and Monitoring",2011,"2011-05-02",,,,,"1+","37.8321633333","-122.5395321667",,,"w of bunker road by rodeo beach parking lot",
"Carpobrotus edulis","Highway Iceplant","Weed Watcher Volunteer,","National Park Service, SFAN Inventory and Monitoring",2011,"2011-05-19",,,,,"1+","37.8460576437","-122.4891680355",,,"upslope from sca trail",
"Carpobrotus edulis","Highway Iceplant","Weed Watcher Volunteer,","National Park Service, SFAN Inventory and Monitoring",2011,"2011-05-19",,,,,"1+","37.8462058514","-122.4893201953",,,"upslope from sca trail",
"Carpobrotus edulis","Highway Iceplant","Weed Watcher Volunteer,","National Park Service, SFAN Inventory and Monitoring",2011,"2011-05-26",,,,,"1+","37.8045426667","-122.4768846667",,,"south of coastal trail on hill top",
"Carpobrotus edulis","Highway Iceplant","Weed Watcher Volunteer,","National Park Service, SFAN Inventory and Monitoring",2011,"2011-05-26",,,,,"1+","37.8022651667","-122.477791",,,"west of coastal  trail",
"Carpobrotus edulis","Highway Iceplant","Weed Watcher Volunteer,","National Park Service, SFAN Inventory and Monitoring",2011,"2011-05-26",,,,,"1+","37.8039943834","-122.4769100783",,,"south of coastal trail",
"Carpobrotus edulis","Highway Iceplant","Weed Watcher Volunteer,","National Park Service, SFAN Inventory and Monitoring",2011,"2011-05-26",,,,,"1+","37.7977333333","-122.4799233333",,,"ne of coastal  trail",
"Carpobrotus edulis","Highway Iceplant","Lynch, Danny","National Park Service, SFAN Inventory and Monitoring",2011,"2011-07-06",,,,,"1+","37.9967033333","-123.0195083333",,,"downhill from fence",
"Carpobrotus edulis","Highway Iceplant","Weed Watcher Volunteer,","National Park Service, SFAN Inventory and Monitoring",2011,"2011-07-07",,,,,"1+","38.045668","-122.9722531667",,,"e of drakes beach",
"Carpobrotus edulis","Highway Iceplant","Weed Watcher Volunteer,","National Park Service, SFAN Inventory and Monitoring",2011,"2011-07-25",,,,,"1+","37.8435366667","-122.477955",,,"e of east rd",
"Carpobrotus edulis","Highway Iceplant","Weed Watcher Volunteer,","National Park Service, SFAN Inventory and Monitoring",2011,"2011-07-25",,,,,"1+","37.8425583333","-122.4776316667",,,"corner of east rd and sanitary district",
"Carpobrotus edulis","Highway Iceplant","Weed Watcher Volunteer,","National Park Service, SFAN Inventory and Monitoring",2011,"2011-07-25",,,,,"1+","37.8441566667","-122.4778508333",,,"e of east rd",
"Carpobrotus edulis","Highway Iceplant","Weed Watcher Volunteer,","National Park Service, SFAN Inventory and Monitoring",2011,"2011-07-26",,,,,"1+","38.0394116667","-122.98198",,,"s of sir francis drake",
"Carpobrotus edulis","Highway Iceplant","Weed Watcher Volunteer,","National Park Service, SFAN Inventory and Monitoring",2011,"2011-07-26",,,,,"1+","38.0466733333","-122.97537",,,"n of sir francis drve",
"Carpobrotus edulis","Highway Iceplant","Weed Watcher Volunteer,","National Park Service, SFAN Inventory and Monitoring",2011,"2011-08-18",,,,,"1+","37.8263726667","-122.5190996667",,,"e of conzelman by battery",
"Carpobrotus edulis","Highway Iceplant","Alvarez, Maria","National Park Service, SFAN Inventory and Monitoring",2011,"2011-08-22",,,,,"1+","37.8380038646","-122.5427636516",,,"on south edge of Bunker loop rd",
"Carpobrotus edulis","Highway Iceplant","Weed Watcher Volunteer,","National Park Service, SFAN Inventory and Monitoring",2011,"2011-09-08",,,,,"1+","37.9210933333","-122.67155",,,"w of hwy 1",
"Carpobrotus edulis","Highway Iceplant","Weed Watcher Volunteer,","National Park Service, SFAN Inventory and Monitoring",2011,"2011-09-08",,,,,"1+","37.9254766667","-122.679545",,,"w of hwy 1",
"Carpobrotus edulis","Highway Iceplant","Wrubel, Eric","National Park Service, SFAN Inventory and Monitoring",2011,"2011-09-27",,,,,"1+","37.8342436667","-122.5318248333",,,"n side maintenance yard",
"Carpobrotus edulis","Highway Iceplant","Weed Watcher Volunteer,","National Park Service, SFAN Inventory and Monitoring",2011,"2011-09-27",,,,,"1+","37.9105388333","-122.6584926667",,,"w of hwt 1",
"Carpobrotus edulis","Highway Iceplant","Weed Watcher Volunteer,","National Park Service, SFAN Inventory and Monitoring",2011,"2011-09-27",,,,,"1+","37.9110358333","-122.6597936667",,,"w of hwy 1",
"Carpobrotus edulis","Highway Iceplant","Wrubel, Eric","National Park Service, SFAN Inventory and Monitoring",2011,"2011-09-28",,,,,"1+","37.8339103333","-122.5333975",,,"on trail from nursery to maintenance yard",
"Carpobrotus edulis","Highway Iceplant","Wrubel, Eric","National Park Service, SFAN Inventory and Monitoring",2011,"2011-09-28",,,,,"1+","37.8320163333","-122.5355005",,,"w edge of parking kot",
"Carpobrotus edulis","Highway Iceplant","Wrubel, Eric","National Park Service, SFAN Inventory and Monitoring",2011,"2011-09-29",,,,,"1+","37.8330937035","-122.5330565933",,,"n side Kirkpatrick road",
"Carpobrotus edulis","Highway Iceplant","Wrubel, Eric","National Park Service, SFAN Inventory and Monitoring",2011,"2011-09-30",,,,,"1+","37.8243433333","-122.5085841667",,,"fisherman's trail at beach",
"Carpobrotus edulis","Highway Iceplant","Wrubel, Eric","National Park Service, SFAN Inventory and Monitoring",2011,"2011-03-01",,,,,"1+","38.02907","-122.903083",,,"On e edge of wave channel through dunes",
"Carpobrotus edulis","Highway Iceplant","staff","State Parks WIMS 2009-2010",2010,"2010-02-02",,,,,"1+","37.1321953","-122.33687723",,,,
"Carpobrotus edulis","Highway Iceplant","staff","State Parks WIMS 2009-2010",2009,"2009-10-29",,,,,"1+","37.16588227","-122.36274387",,,,
"Carpobrotus edulis","Highway Iceplant","staff","State Parks WIMS 2009-2010",2009,"2009-10-29",,,,,"1+","37.15982823","-122.36035245",,,,
"Carpobrotus edulis","Highway Iceplant","staff","State Parks WIMS 2009-2010",2009,"2009-10-29",,,,,"1+","37.15883783","-122.36022103",,,,
"Carpobrotus edulis","Highway Iceplant","staff","State Parks WIMS 2009-2010",2009,"2009-10-29",,,,,"1+","37.15783179","-122.35996363",,,,
"Carpobrotus edulis","Highway Iceplant","staff","State Parks WIMS 2009-2010",2009,"2009-10-29",,,,,"1+","37.15564845","-122.35837026",,,,
"Carpobrotus edulis","Highway Iceplant","staff","State Parks WIMS 2009-2010",2010,"2010-01-11",,,,,"1+","37.1469447","-122.35243996",,,,
"Carpobrotus edulis","Highway Iceplant","staff","State Parks WIMS 2009-2010",2010,"2010-02-18",,,,,"1+","37.11725523","-122.31536711",,,,
"Carpobrotus edulis","Highway Iceplant","staff","State Parks WIMS 2009-2010",2009,"2009-11-04",,,,,"1+","37.27530575","-122.40911677",,,,
"Carpobrotus edulis","Highway Iceplant","staff","State Parks WIMS 2009-2010",2009,"2009-11-04",,,,,"1+","37.27127725","-122.40987774",,,,
"Carpobrotus edulis","Highway Iceplant","staff","State Parks WIMS 2009-2010",2010,"2010-01-29",,,,,"1+","37.26566752","-122.41253499",,,,
"Carpobrotus edulis","Highway Iceplant","staff","State Parks WIMS 2009-2010",2010,"2010-05-04",,,,,"1+","37.26694405","-122.40989669",,,,
"Carpobrotus edulis","Highway Iceplant","staff","State Parks WIMS 2009-2010",2010,"2010-05-04",,,,,"1+","37.27791986","-122.40890331",,,,
"Carpobrotus edulis","Highway Iceplant","staff","State Parks WIMS 2009-2010",2010,"2010-05-04",,,,,"1+","37.27937211","-122.40851525",,,,
"Carpobrotus edulis","Highway Iceplant","staff","State Parks WIMS 2009-2010",2010,"2010-05-06",,,,,"1+","37.25444596","-122.41497859",,,,
"Carpobrotus edulis","Highway Iceplant","staff","State Parks WIMS 2009-2010",2010,"2010-05-06",,,,,"1+","37.2595105","-122.41364803",,,,
"Carpobrotus edulis","Highway Iceplant","staff","State Parks WIMS 2009-2010",2010,"2010-02-02",,,,,"1+","37.12286451","-122.33667252",,,,
"Carpobrotus edulis","Highway Iceplant","Jeff Greenhouse",,1980,"1980-03-09",,,,,"1+","37.9060368","-122.5449763",,,"Mill Valley",
"Carpobrotus edulis","Highway Iceplant","Scott Loarie","iNaturalist",2014,"2014-03-23",,,,,"1+","37.501938","-122.495397",,,"pillar point CA",
"Carpobrotus edulis","Highway Iceplant","Beatriz Arostegui","iNaturalist",2013,"2013-02-24",,,,,"1+","37.821","-122.5295",,,"Marin Headlands, Sausalito, California",
"Carpobrotus edulis","Highway Iceplant","Arielle Parnes-Katz","iNaturalist",2013,"2013-02-24",,,,,"1+","37.8168333333","-122.526",,,"Sausalito, Sausalito, California",
"Carpobrotus edulis","Highway Iceplant","calico","iNaturalist",2013,"2013-04-07",,,,,"1+","37.1824073319","-122.3930596921",,,"Pigeon Point Lighthouse",
"Carpobrotus edulis","Highway Iceplant","ebabcock","iNaturalist",2014,"2014-03-18",,,,,"1+","37.713496","-122.500755",,,"Fort Funston, San Francisco, California",
"Carpobrotus edulis","Highway Iceplant","Leslie Flint","iNaturalist",2014,"2014-03-19",,,,,"1+","37.619451","-122.487713",,,"336 Seaside Dr, Pacifica, CA, US",
"Carpobrotus edulis","Highway Iceplant","Ken McGary","iNaturalist",2013,"2013-04-28",,,,,"1+","37.723352","-122.424465",,,"McLaren Park, San Francisco, California",
"Carpobrotus edulis","Highway Iceplant","treilly","California State Parks WIMS",2013,"2013-04-10",,,,,"1+","37.11725799","-122.31614557",,,"staging cliffs",
"Carpobrotus edulis","Highway Iceplant","Scott Loarie","iNaturalist",2012,"2012-06-05",,,,,"1+","37.755449","-122.444705",,,,
"Carpobrotus edulis","Highway Iceplant","Scott Loarie","iNaturalist",2012,"2012-05-19",,,,,"1+","38.1229983847","-122.9550699104",,,"Abbott's Lagoon",
"Carpobrotus edulis","Highway Iceplant","sierranicole","iNaturalist",2014,"2014-02-16",,,,,"1+","37.863589","-122.314804",,,,
"Carpobrotus edulis","Highway Iceplant","Scott Loarie","iNaturalist",2012,"2012-01-07",,,,,"1+","37.7834619829","-122.5108623505",,,"sutro baths",
"Carpobrotus edulis","Highway Iceplant","Alan Joseph Williams","iNaturalist",2013,"2013-05-11",,,,,"1+","37.711865","-122.425806",,,"McLaren Park, San Francisco, California",
"Carpobrotus edulis","Highway Iceplant","toshi","iNaturalist",2013,"2013-05-11",,,,,"1+","37.71974","-122.422497",,,"McLaren Park, San Francisco, California",
"Carpobrotus edulis","Highway Iceplant","Scott Loarie","iNaturalist",2013,"2013-05-11",,,,,"1+","37.712007","-122.425832",,,"San Francisco, California",
"Carpobrotus edulis","Highway Iceplant","jaiya","iNaturalist",2013,"2013-05-11",,,,,"1+","37.719917","-122.422905",,,"McLaren Park, San Francisco, California",
"Carpobrotus edulis","Highway Iceplant","Scott Loarie","iNaturalist",2013,"2013-06-01",,,,,"1+","37.64132","-122.48181",,,"Milagra Ridge, Pacifica, California",
"Carpobrotus edulis","Highway Iceplant","snakeinmypocket","iNaturalist",2013,"2013-06-02",,,,,"1+","38.2401666667","-122.9625",,,,
"Carpobrotus edulis","Highway Iceplant","Scott Loarie","iNaturalist",2014,"2014-03-16",,,,,"1+","37.836768","-122.297981",,,"Emoryville, CA",
"Carpobrotus edulis","Highway Iceplant","Weed Watcher Volunteer,","SFNPS Early Detection",2013,"2013-07-01",,,,,"1+","37.8590116666667","-122.575048",,,"dune under stairs",
"Carpobrotus edulis","Highway Iceplant","Weed Watcher Volunteer,","SFNPS Early Detection",2013,"2013-06-17",,,,,"1+","37.8367496666667","-122.490003333333",,,"in coyote brush in clearing on hill",
"Carpobrotus edulis","Highway Iceplant","Weed Watcher Volunteer,","SFNPS Early Detection",2012,"2012-06-21",,,,,"1+","37.5317555","-122.4989825",,,"big patch right of trail",
"Carpobrotus edulis","Highway Iceplant","Weed Watcher Volunteer,","SFNPS Early Detection",2012,"2012-06-14",,,,,"1+","37.6184766666667","-122.495480166667",,,"at base of hillside",
"Carpobrotus edulis","Highway Iceplant","Weed Watcher Volunteer,","SFNPS Early Detection",2012,"2012-05-07",,,,,"1+","37.8351486666667","-122.548105",,,"east of trail",
"Carpobrotus edulis","Highway Iceplant","Weed Watcher Volunteer,","SFNPS Early Detection",2012,"2012-05-03",,,,,"1+","37.8335315","-122.538542666667",,,"north of social trail from parking lot",
"Carpobrotus edulis","Highway Iceplant","Weed Watcher Volunteer,","SFNPS Early Detection",2013,"2013-04-09",,,,,"1+","37.8356351689931","-122.543745424344",,,"n side of coastal trail",
"Carpobrotus edulis","Highway Iceplant","Wrubel, Eric","SFNPS Early Detection",2012,"2012-09-21",,,,,"1+","37.8354416666667","-122.543149166667",,,"s side coastal trail",
"Carpobrotus edulis","Highway Iceplant","Weed Watcher Volunteer,","SFNPS Early Detection",2012,"2012-09-17",,,,,"1+","37.806002","-122.469886833333",,,"at intersection of long ave.",
"Carpobrotus edulis","Highway Iceplant","Weed Watcher Volunteer,","SFNPS Early Detection",2012,"2012-07-23",,,,,"1+","37.7870515","-122.501182333333",,,"on inland side of slope",
"Carpobrotus edulis","Highway Iceplant","Weed Watcher Volunteer,","SFNPS Early Detection",2012,"2012-07-16",,,,,"1+","37.51535","-122.46129",,,"Roadside",
"Carpobrotus edulis","Highway Iceplant","Weed Watcher Volunteer,","SFNPS Early Detection",2012,"2012-07-09",,,,,"1+","37.8351646666667","-122.535112666667",,,"0702",
"Carpobrotus edulis","Highway Iceplant","Weed Watcher Volunteer,","SFNPS Early Detection",2012,"2012-07-09",,,,,"1+","37.8326765","-122.536199333333",,,"above wall",
"Carpobrotus edulis","Highway Iceplant","Weed Watcher Volunteer,","SFNPS Early Detection",2012,"2012-07-02",,,,,"1+","37.7915206666667","-122.483796833333",,,"5 m south of trail",
"Carpobrotus edulis","Highway Iceplant","Weed Watcher Volunteer,","SFNPS Early Detection",2012,"2012-06-28",,,,,"1+","37.835438","-122.531664833333",,,"hillside behind marine mammal building",
"Carpobrotus edulis","Highway Iceplant","Weed Watcher Volunteer,","SFNPS Early Detection",2012,"2012-06-28",,,,,"1+","37.834726","-122.531628",,,"parking lot in ceanothus",
"Carpobrotus edulis","Highway Iceplant","Weed Watcher Volunteer,","SFNPS Early Detection",2012,"2012-06-26",,,,,"1+","37.5267371666667","-122.50578",,,"left side of trail near intersection",
"Carpobrotus edulis","Highway Iceplant","Weed Watcher Volunteer,","SFNPS Early Detection",2012,"2012-06-26",,,,,"1+","37.5312373333333","-122.499037666667",,,"under pine",
"Carpobrotus edulis","Highway Iceplant","Davis, Christine","SFAN I&M Early Detection",2013,"2013-03-21",,,,,"1+","38.0272758333333","-122.882706833333",,,"marsh edge",
"Carpobrotus edulis","Highway Iceplant","Davis, Christine","SFAN I&M Early Detection",2013,"2013-03-21",,,,,"1+","38.0271316666667","-122.882845",,,"limantour spit",
"Carpobrotus edulis","Highway Iceplant","Davis, Christine","SFAN I&M Early Detection",2013,"2013-04-08",,,,,"1+","38.1196266666667","-122.952876666667",,,"abbotts lagoon",
"Carpobrotus edulis","Highway Iceplant","Davis, Christine","SFAN I&M Early Detection",2013,"2013-05-28",,,,,"1+","38.0350003333333","-122.983955333333",,,"sfdrake",
"Carpobrotus edulis","Highway Iceplant","Davis, Christine","SFAN I&M Early Detection",2013,"2013-05-28",,,,,"1+","38.0296883333333","-122.985383333333",,,"sfdrake",
"Carpobrotus edulis","Highway Iceplant","Davis, Christine","SFAN I&M Early Detection",2013,"2013-05-28",,,,,"1+","38.0467283333333","-122.977638333333",,,"sfdrake",
"Carpobrotus edulis","Highway Iceplant","Davis, Christine","SFAN I&M Early Detection",2013,"2013-06-19",,,,,"1+","38.0616983333333","-122.973141666667",,,"sfdrake rd",
"Carpobrotus edulis","Highway Iceplant","Davis, Christine","SFAN I&M Early Detection",2013,"2013-06-19",,,,,"1+","38.06592","-122.972136666667",,,"sfdrake",
"Carpobrotus edulis","Highway Iceplant","Davis, Christine","SFAN I&M Early Detection",2013,"2013-06-19",,,,,"1+","38.0781583333333","-122.96214",,,"sfdrake rd",
"Carpobrotus edulis","Highway Iceplant","Scott Loarie","iNaturalist",2013,"2013-08-24",,,,,"1+","37.723834","-122.505551",,,"San Francisco, California",
"Carpobrotus edulis","Highway Iceplant","Jennifer Rycenga","iNaturalist",2013,"2013-08-24",,,,,"1+","37.71355","-122.503929",,,"Fort Funston, San Francisco, California",
"Carpobrotus edulis","Highway Iceplant","d.","iNaturalist",2013,"2013-09-03",,,,,"1+","37.773479","-122.455673",,,"Golden Gate Park, San Francisco, California",
"Carpobrotus edulis","Highway Iceplant","Wrubel, Eric","SFNPS Early Detection",2013,"2013-08-22",,,,,"1+","37.784578712","-122.507988583",,,"n of trail",
"Carpobrotus edulis","Highway Iceplant","Marisa Rafter","iNaturalist",2014,"2014-03-05",,,,,"1+","37.752813","-122.24634",,,"Alameda",
"Carpobrotus edulis","Highway Iceplant","sfritz","iNaturalist",2014,"2014-03-28",,,,,"1+","37.826667","-122.423603",,,"Alcatraz National Park, San Francisco, California",
"Carpobrotus edulis","Highway Iceplant","Brian Martin","iNaturalist",2014,"2014-03-01",,,,,"1+","37.863042","-122.305019",,,"Berkeley",
"Carpobrotus edulis","Highway Iceplant","Michael Chass�","iNaturalist",2013,"2013-10-21",,,,,"1+","37.859295","-122.575063",,,"Muir Beach",
"Carpobrotus edulis","Highway Iceplant","Michael Chass�","iNaturalist",2013,"2013-10-29",,,,,"1+","37.83046885","-122.53640957",,,,
"Carpobrotus edulis","Highway Iceplant","ariley","California State Parks WIMS",2013,"2013-03-13",,,,,"1+","37.15843796","-122.35986901",,,"frank pt",
"Carpobrotus edulis","Highway Iceplant","treilly","California State Parks WIMS",2013,"2013-03-13",,,,,"1+","37.15570619","-122.35943247",,,"Franklin Point",
"Carpobrotus edulis","Highway Iceplant","treilly","California State Parks WIMS",2013,"2013-03-13",,,,,"1+","37.15383469","-122.35856926",,,"Franklin Point",
"Carpobrotus edulis","Highway Iceplant","treilly","California State Parks WIMS",2013,"2013-03-15",,,,,"1+","37.15134024","-122.35856761",,,"Franklin Point",
"Carpobrotus edulis","Highway Iceplant","treilly","California State Parks WIMS",2013,"2013-03-15",,,,,"1+","37.15014911","-122.35796517",,,"Franklin Point Main",
"Carpobrotus edulis","Highway Iceplant","lm","California State Parks WIMS",2013,"2013-03-15",,,,,"1+","37.12359349","-122.33696219",,,"chucks house",
"Carpobrotus edulis","Highway Iceplant","treilly","California State Parks WIMS",2013,"2013-03-28",,,,,"1+","37.26228006","-122.41296384",,,"equal access",
"Carpobrotus edulis","Highway Iceplant","treilly","California State Parks WIMS",2013,"2013-03-28",,,,,"1+","37.25691876","-122.41430831",,,"south pesc parking area",
"Carpobrotus edulis","Highway Iceplant","nudibranchmom","iNaturalist",2013,"2013-12-01",,,,,"1+","37.498935","-122.496145",,,"W Point Ave, El Granada, CA, US",
"Carpobrotus edulis","Highway Iceplant","treilly","California State Parks WIMS",2013,"2013-04-10",,,,,"1+","37.1324089","-122.33657617",,,"chucks house1",
"Carpobrotus edulis","Highway Iceplant","treilly","California State Parks WIMS",2013,"2013-04-03",,,,,"1+","37.27821726","-122.40900892",,,"north pescadero bluff",
"Carpobrotus edulis","Highway Iceplant","treilly","California State Parks WIMS",2013,"2013-04-03",,,,,"1+","37.27161558","-122.40977374",,,"S of N Pescadero parking lot",
"Carpobrotus edulis","Highway Iceplant","treilly","California State Parks WIMS",2013,"2013-04-03",,,,,"1+","37.26635253","-122.40973305",,,"1st patch n & e of bridgeY",
"Carpobrotus edulis","Highway Iceplant","Dave p","California State Parks WIMS",2013,"2013-03-28",,,,,"1+","37.26512178","-122.41262629",,,"W of highway",
"Carpobrotus edulis","Highway Iceplant","treilly","California State Parks WIMS",2013,"2013-03-13",,,,,"1+","37.16245331","-122.36043028",,,"Gazos-Twin Towers Dunes",
"Carpobrotus edulis","Highway Iceplant","ariley","California State Parks WIMS",2013,"2013-03-13",,,,,"1+","37.1469959","-122.35299854",,,"s frank pt",
"Carpobrotus edulis","Highway Iceplant","ALE","California State Parks WIMS",2013,"2013-02-22",,,,,"1+","37.16589829","-122.36274251",,,"FRANKLIN POINT15",
"Carpobrotus edulis","Highway Iceplant","Vertin Alvarez ",,2014,"2014-02-11",,,,,,"37.89636","-122.526168",,,,
